ResponseId,LanguageHaveWorkedWith,DevType,skill_list,community_id
554,C#;HTML/CSS;JavaScript;Python;Rust,"Developer, back-end","['C#', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']",64
555,Dart;Go;Java;JavaScript;Kotlin;TypeScript,"Developer, full-stack","['Dart', 'Go', 'Java', 'JavaScript', 'Kotlin', 'TypeScript']",102
557,TypeScript,"Developer, front-end;Developer, full-stack",['TypeScript'],119
558,HTML/CSS;JavaScript;Perl;PHP;Python;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Student;Educator;Academic researcher;Data or business analyst;Designer","['HTML/CSS', 'JavaScript', 'Perl', 'PHP', 'Python', 'SQL']",113
559,C#;C++;F#;Rust;SQL,"Developer, full-stack","['C#', 'C++', 'F#', 'Rust', 'SQL']",35
560,Bash/Shell;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, full-stack;Database administrator;DevOps specialist;Data or business analyst;System administrator","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL']",102
561,Bash/Shell;C;Elixir;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL;TypeScript,"Developer, back-end;Developer, desktop or enterprise applications;Blockchain","['Bash/Shell', 'C', 'Elixir', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'Rust', 'SQL', 'TypeScript']",113
562,Bash/Shell;C#;Java;Perl;SQL,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist","['Bash/Shell', 'C#', 'Java', 'Perl', 'SQL']",64
563,Bash/Shell;C#;Dart;HTML/CSS;Java;JavaScript;MATLAB;SQL,"Developer, front-end;Developer, full-stack","['Bash/Shell', 'C#', 'Dart', 'HTML/CSS', 'Java', 'JavaScript', 'MATLAB', 'SQL']",64
564,HTML/CSS;Java;JavaScript;TypeScript,"Developer, full-stack","['HTML/CSS', 'Java', 'JavaScript', 'TypeScript']",113
565,C++;Java;JavaScript;Python,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer","['C++', 'Java', 'JavaScript', 'Python']",35
566,Bash/Shell;C#;Go;HTML/CSS;JavaScript;PowerShell;Ruby;SQL;TypeScript;VBA,"Developer, full-stack;Developer, back-end","['Bash/Shell', 'C#', 'Go', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Ruby', 'SQL', 'TypeScript', 'VBA']",64
567,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Student,"['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'TypeScript']",35
568,Assembly;C;C++;Rust;SQL,Student;Academic researcher,"['Assembly', 'C', 'C++', 'Rust', 'SQL']",35
569,Assembly;Bash/Shell;C#;C++;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;System administrator","['Assembly', 'Bash/Shell', 'C#', 'C++', 'JavaScript', 'Lua', 'PowerShell', 'Python', 'Rust', 'SQL', 'TypeScript']",35
571,C++;Go;Python,"Developer, desktop or enterprise applications","['C++', 'Go', 'Python']",35
572,Bash/Shell;C;C++;MATLAB;Python,"Developer, embedded applications or devices","['Bash/Shell', 'C', 'C++', 'MATLAB', 'Python']",35
573,C;JavaScript;R;Rust,Academic researcher;Scientist,"['C', 'JavaScript', 'R', 'Rust']",35
574,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript,"Data scientist or machine learning specialist;Developer, full-stack","['HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']",113
575,Bash/Shell;C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,"Developer, embedded applications or devices","['Bash/Shell', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'TypeScript']",35
576,Bash/Shell;HTML/CSS;Java;PHP;Python,Database administrator,"['Bash/Shell', 'HTML/CSS', 'Java', 'PHP', 'Python']",102
577,C;C#;C++;HTML/CSS;JavaScript;Rust;TypeScript,"Developer, game or graphics","['C', 'C#', 'C++', 'HTML/CSS', 'JavaScript', 'Rust', 'TypeScript']",35
578,Bash/Shell;Python;Rust;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Bash/Shell', 'Python', 'Rust', 'TypeScript']",35
579,Bash/Shell;C;Kotlin;Rust;SQL,"Developer, mobile;Developer, embedded applications or devices","['Bash/Shell', 'C', 'Kotlin', 'Rust', 'SQL']",35
580,Bash/Shell;HTML/CSS;JavaScript;Python;Rust,"Developer, full-stack","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']",35
581,Bash/Shell;C#;Java;PowerShell;SQL,Marketing or sales professional,"['Bash/Shell', 'C#', 'Java', 'PowerShell', 'SQL']",64
582,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;OCaml;Perl;PHP;Python;Rust;SQL,"Developer, back-end;Educator","['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'OCaml', 'Perl', 'PHP', 'Python', 'Rust', 'SQL']",35
583,C#,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",['C#'],120
584,Bash/Shell;HTML/CSS;PHP;Python;SQL,"Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer;System administrator","['Bash/Shell', 'HTML/CSS', 'PHP', 'Python', 'SQL']",102
585,Bash/Shell;C#;Elixir;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,"Developer, full-stack","['Bash/Shell', 'C#', 'Elixir', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'SQL', 'TypeScript']",64
586,C++;Python;Rust,"DevOps specialist;Other (please specify):;Developer, embedded applications or devices","['C++', 'Python', 'Rust']",35
587,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;R;SAS;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'R', 'SAS', 'SQL']",113
588,Clojure;Java;TypeScript,"Developer, front-end;Developer, mobile;Developer, game or graphics","['Clojure', 'Java', 'TypeScript']",113
590,C#;F#;JavaScript,"Developer, back-end","['C#', 'F#', 'JavaScript']",64
591,HTML/CSS;JavaScript;Python;Rust;TypeScript,"Developer, full-stack;Student","['HTML/CSS', 'JavaScript', 'Python', 'Rust', 'TypeScript']",113
592,Java;Kotlin;TypeScript,"Developer, full-stack","['Java', 'Kotlin', 'TypeScript']",102
593,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Project manager","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Rust', 'SQL', 'TypeScript']",113
595,C#;JavaScript;PowerShell;SQL;TypeScript,"Developer, back-end;Developer, desktop or enterprise applications","['C#', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript']",64
596,Groovy;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL,"Developer, full-stack;Engineering manager;Security professional","['Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Lua', 'PowerShell', 'Python', 'SQL']",102
597,Bash/Shell;Groovy;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'Groovy', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']",102
599,HTML/CSS;JavaScript;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'TypeScript']",113
600,Dart;HTML/CSS;JavaScript;PHP;Python;SQL;Swift,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Database administrator;Project manager;Data or business analyst;Designer;Senior Executive (C-Suite, VP, etc.);System administrator;Marketing or sales professional;Security professional","['Dart', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'SQL', 'Swift']",113
601,Java,Student,['Java'],0
602,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;LISP;Python;Rust;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'LISP', 'Python', 'Rust', 'SQL', 'TypeScript']",35
603,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL,"Developer, front-end;Developer, back-end;Developer, QA or test;DevOps specialist;System administrator;Security professional","['Bash/Shell', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Rust', 'SQL']",102
605,Python;SQL,"Data scientist or machine learning specialist;Developer, full-stack","['Python', 'SQL']",1
606,HTML/CSS;JavaScript;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'TypeScript']",113
607,Bash/Shell;Clojure;Java,"Developer, back-end","['Bash/Shell', 'Clojure', 'Java']",102
608,JavaScript;Rust;TypeScript,"Developer, front-end","['JavaScript', 'Rust', 'TypeScript']",35
609,Groovy;Java;JavaScript;Python;Rust;Scala,"Developer, full-stack","['Groovy', 'Java', 'JavaScript', 'Python', 'Rust', 'Scala']",35
610,C;C++;PowerShell;Python,"Other (please specify):;Developer, embedded applications or devices","['C', 'C++', 'PowerShell', 'Python']",35
611,C;C++;Kotlin;Rust,"Developer, mobile","['C', 'C++', 'Kotlin', 'Rust']",35
612,C;C++;Clojure;Go;Java,"Developer, back-end;Designer","['C', 'C++', 'Clojure', 'Go', 'Java']",35
613,C;C++;JavaScript;Python;Rust;SQL;TypeScript,"Engineering manager;Developer, embedded applications or devices","['C', 'C++', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']",35
614,Java;JavaScript;Python;Scala;SQL;TypeScript,"Developer, full-stack","['Java', 'JavaScript', 'Python', 'Scala', 'SQL', 'TypeScript']",102
615,Bash/Shell;Perl;Python,Engineering manager;DevOps specialist,"['Bash/Shell', 'Perl', 'Python']",35
616,Clojure;Groovy;HTML/CSS;JavaScript;Ruby,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile","['Clojure', 'Groovy', 'HTML/CSS', 'JavaScript', 'Ruby']",113
617,Go;Java;Rust,"Developer, back-end;DevOps specialist;System administrator","['Go', 'Java', 'Rust']",35
618,C;C#;JavaScript;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, game or graphics","['C', 'C#', 'JavaScript', 'SQL']",64
619,C#;C++;HTML/CSS;JavaScript;PowerShell,"Developer, full-stack;Developer, desktop or enterprise applications;Developer, mobile","['C#', 'C++', 'HTML/CSS', 'JavaScript', 'PowerShell']",64
620,Bash/Shell;Clojure;HTML/CSS;Java;JavaScript;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'Clojure', 'HTML/CSS', 'Java', 'JavaScript', 'TypeScript']",113
621,Bash/Shell;Clojure;Java;LISP;Python;R,"Data scientist or machine learning specialist;Engineer, data;Project manager;Product manager;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'Clojure', 'Java', 'LISP', 'Python', 'R']",102
622,C#;JavaScript;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'JavaScript', 'SQL', 'TypeScript']",64
623,HTML/CSS;JavaScript;PHP,"Developer, front-end;Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP']",113
624,C;C#;C++;Go;Java;JavaScript;Julia;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student","['C', 'C#', 'C++', 'Go', 'Java', 'JavaScript', 'Julia', 'Rust', 'SQL', 'TypeScript']",35
625,C++;HTML/CSS;JavaScript;Rust;TypeScript,"Developer, full-stack;Developer, back-end;Blockchain","['C++', 'HTML/CSS', 'JavaScript', 'Rust', 'TypeScript']",35
626,Bash/Shell;C;HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack;Developer, back-end","['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']",113
628,Clojure,"Developer, front-end;Developer, full-stack;Developer, back-end;Designer",['Clojure'],2
629,Clojure;Groovy;HTML/CSS;Java;JavaScript;Python;SQL,Academic researcher,"['Clojure', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL']",102
630,C;C++;HTML/CSS;JavaScript;Objective-C;Python;Rust;TypeScript,"Developer, full-stack","['C', 'C++', 'HTML/CSS', 'JavaScript', 'Objective-C', 'Python', 'Rust', 'TypeScript']",35
631,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Developer, QA or test;DevOps specialist;Cloud infrastructure engineer","['C#', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']",64
632,C;C++;SQL,Marketing or sales professional,"['C', 'C++', 'SQL']",35
633,Groovy;JavaScript;Python;Rust,"Developer, back-end;Developer, QA or test","['Groovy', 'JavaScript', 'Python', 'Rust']",35
634,Bash/Shell;Clojure;Groovy,"Developer, back-end","['Bash/Shell', 'Clojure', 'Groovy']",102
635,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, back-end;Security professional","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']",64
636,C;C++;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;Rust;Solidity;SQL,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, QA or test;Student;Educator;Developer, embedded applications or devices;Scientist;Blockchain","['C', 'C++', 'HTML/CSS', 'JavaScript', 'MATLAB', 'PowerShell', 'Python', 'Rust', 'Solidity', 'SQL']",35
637,C#;Go;HTML/CSS;Java;JavaScript;Python,"Developer, full-stack;Engineering manager","['C#', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python']",64
638,C#;Clojure;Go;HTML/CSS;JavaScript;SQL,"Developer, front-end;Developer, back-end","['C#', 'Clojure', 'Go', 'HTML/CSS', 'JavaScript', 'SQL']",64
639,C#;C++;Python;Rust,"Developer, back-end;Developer, desktop or enterprise applications","['C#', 'C++', 'Python', 'Rust']",35
641,Groovy;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, mobile;Database administrator;DevOps specialist;Cloud infrastructure engineer;Data or business analyst","['Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Rust', 'SQL', 'TypeScript']",113
642,Clojure;Java,"Engineer, data;Developer, back-end","['Clojure', 'Java']",3
643,Bash/Shell;Python;Scala,"Engineer, data","['Bash/Shell', 'Python', 'Scala']",102
644,Bash/Shell;Java;OCaml,"Developer, back-end","['Bash/Shell', 'Java', 'OCaml']",35
646,Bash/Shell;HTML/CSS;JavaScript;PHP,"Developer, front-end;Developer, full-stack;Developer, back-end","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP']",113
647,C++;Rust,"Developer, game or graphics","['C++', 'Rust']",5
648,Java;Kotlin;Lua;PowerShell;SQL,"Developer, back-end;Developer, QA or test;Project manager","['Java', 'Kotlin', 'Lua', 'PowerShell', 'SQL']",102
649,JavaScript;Perl;Python;Rust,"Developer, full-stack","['JavaScript', 'Perl', 'Python', 'Rust']",35
651,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Lua;Perl;Python;Ruby;Rust;TypeScript,"Developer, back-end","['Bash/Shell', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Lua', 'Perl', 'Python', 'Ruby', 'Rust', 'TypeScript']",102
652,C++;HTML/CSS;JavaScript;MATLAB;Python,"Data scientist or machine learning specialist;Engineer, data;Scientist","['C++', 'HTML/CSS', 'JavaScript', 'MATLAB', 'Python']",35
653,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;SQL,"Developer, full-stack","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL']",113
654,Bash/Shell;HTML/CSS;Java;JavaScript;Python,Educator;Cloud infrastructure engineer;System administrator;Security professional,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Python']",102
655,Go;Python,"Developer, QA or test","['Go', 'Python']",6
656,Bash/Shell;Clojure;Go;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,"Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'Clojure', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Ruby', 'SQL', 'TypeScript']",113
658,Groovy;Java;JavaScript;Julia;Rust;TypeScript,"Developer, full-stack","['Groovy', 'Java', 'JavaScript', 'Julia', 'Rust', 'TypeScript']",35
659,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;Rust;TypeScript,Security professional,"['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'PowerShell', 'Python', 'Ruby', 'Rust', 'TypeScript']",35
660,C;C++;HTML/CSS;JavaScript;Python;Rust;Swift,Academic researcher,"['C', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'Swift']",35
661,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;SQL,"Developer, full-stack","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'Ruby', 'SQL']",102
662,Assembly;C;Python,Security professional,"['Assembly', 'C', 'Python']",35
663,Dart;Rust;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Dart', 'Rust', 'TypeScript']",102
664,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']",64
665,Bash/Shell;C;C++;Go;Haskell;HTML/CSS;JavaScript;LISP;PHP;Python;Rust;SQL;TypeScript,"Developer, back-end;DevOps specialist;Developer, embedded applications or devices","['Bash/Shell', 'C', 'C++', 'Go', 'Haskell', 'HTML/CSS', 'JavaScript', 'LISP', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']",35
666,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript']",64
668,Bash/Shell;C#;PowerShell,"Developer, back-end;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'C#', 'PowerShell']",64
669,C#;JavaScript;PHP,"Developer, full-stack;Developer, desktop or enterprise applications;Designer","['C#', 'JavaScript', 'PHP']",64
670,C++;Perl;PHP;Python;R;SQL,Academic researcher,"['C++', 'Perl', 'PHP', 'Python', 'R', 'SQL']",35
672,C#;HTML/CSS;JavaScript;Python;Rust;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL']",64
673,JavaScript;Ruby,"Developer, full-stack;Senior Executive (C-Suite, VP, etc.)","['JavaScript', 'Ruby']",7
674,C;C++;Java;Python,"Developer, desktop or enterprise applications;Developer, game or graphics","['C', 'C++', 'Java', 'Python']",35
675,Bash/Shell;Go;HTML/CSS;SQL,"Developer, full-stack;Developer, back-end;Developer, mobile;Cloud infrastructure engineer","['Bash/Shell', 'Go', 'HTML/CSS', 'SQL']",102
676,Clojure;Elixir;JavaScript;Ruby;TypeScript,"Developer, back-end","['Clojure', 'Elixir', 'JavaScript', 'Ruby', 'TypeScript']",113
677,SQL,"Engineer, data",['SQL'],8
678,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;Rust,"Developer, back-end;Security professional","['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']",35
679,C#;JavaScript;SQL,"Developer, full-stack","['C#', 'JavaScript', 'SQL']",64
680,Erlang;Go;Python,"Developer, back-end","['Erlang', 'Go', 'Python']",35
681,Assembly;HTML/CSS;JavaScript;Rust,"Developer, full-stack;Developer, embedded applications or devices","['Assembly', 'HTML/CSS', 'JavaScript', 'Rust']",35
683,HTML/CSS;JavaScript;PHP;TypeScript,"Developer, full-stack;Developer, QA or test;Developer, mobile;Database administrator;Project manager","['HTML/CSS', 'JavaScript', 'PHP', 'TypeScript']",113
684,JavaScript;Python,"Developer, back-end","['JavaScript', 'Python']",9
685,Assembly;C;C++;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,"Developer, back-end","['Assembly', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'TypeScript']",35
686,Bash/Shell;C#;Elixir;Erlang;F#;Haskell;HTML/CSS;JavaScript;LISP;Python;Rust;SQL;TypeScript,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end","['Bash/Shell', 'C#', 'Elixir', 'Erlang', 'F#', 'Haskell', 'HTML/CSS', 'JavaScript', 'LISP', 'Python', 'Rust', 'SQL', 'TypeScript']",64
687,C#;HTML/CSS;Python,"Developer, back-end","['C#', 'HTML/CSS', 'Python']",64
689,HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP', 'Python', 'SQL']",113
690,HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']",113
692,C;C++;Java;JavaScript;Rust;SQL,"Developer, back-end","['C', 'C++', 'Java', 'JavaScript', 'Rust', 'SQL']",35
694,Assembly;C;C++;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Assembly', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Ruby', 'Rust', 'TypeScript']",35
696,JavaScript;TypeScript,"Developer, back-end;Blockchain","['JavaScript', 'TypeScript']",10
697,Clojure;Java;JavaScript;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Data or business analyst","['Clojure', 'Java', 'JavaScript', 'SQL', 'TypeScript']",113
699,Bash/Shell;C;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator;DevOps specialist;Project manager;Designer;Product manager;System administrator;Security professional","['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'PHP', 'PowerShell', 'SQL', 'TypeScript']",113
700,Bash/Shell;Go;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'Go', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']",113
702,Bash/Shell;Groovy;Java;JavaScript;Kotlin;Python;Rust;Scala;TypeScript,"Developer, back-end;Developer, mobile","['Bash/Shell', 'Groovy', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Rust', 'Scala', 'TypeScript']",102
703,Bash/Shell;HTML/CSS;Java;JavaScript;TypeScript,"Developer, front-end","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'TypeScript']",113
705,Bash/Shell;Dart;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,"Developer, back-end","['Bash/Shell', 'Dart', 'Java', 'JavaScript', 'Kotlin', 'Python', 'SQL', 'Swift', 'TypeScript']",102
707,C#;Go;Groovy;HTML/CSS;Java;JavaScript;Python;Solidity;SQL;Swift;TypeScript,Other (please specify):,"['C#', 'Go', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Solidity', 'SQL', 'Swift', 'TypeScript']",64
708,Bash/Shell;Crystal;F#;HTML/CSS;JavaScript;Python;Rust;SQL;VBA,"Developer, back-end","['Bash/Shell', 'Crystal', 'F#', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL', 'VBA']",102
709,Assembly;Bash/Shell;C;C++;Go;Java;Python;SQL,"Developer, QA or test","['Assembly', 'Bash/Shell', 'C', 'C++', 'Go', 'Java', 'Python', 'SQL']",35
710,HTML/CSS;Java;JavaScript;PowerShell;Swift;TypeScript,"Developer, front-end;Developer, full-stack;Developer, desktop or enterprise applications;Developer, embedded applications or devices","['HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Swift', 'TypeScript']",64
712,Bash/Shell;Clojure;Groovy;HTML/CSS;Java;JavaScript;R;SQL;TypeScript,"Developer, full-stack;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'Clojure', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'R', 'SQL', 'TypeScript']",113
713,HTML/CSS;Java;JavaScript;Rust;TypeScript,"Developer, front-end;Developer, QA or test","['HTML/CSS', 'Java', 'JavaScript', 'Rust', 'TypeScript']",113
716,Bash/Shell;C#;Java;Lua;Python;SQL,"Developer, back-end;Developer, desktop or enterprise applications;Student;Academic researcher;Project manager","['Bash/Shell', 'C#', 'Java', 'Lua', 'Python', 'SQL']",102
718,C#;Crystal;Java;JavaScript;MATLAB;Python;Scala;SQL;VBA,Marketing or sales professional,"['C#', 'Crystal', 'Java', 'JavaScript', 'MATLAB', 'Python', 'Scala', 'SQL', 'VBA']",64
720,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Student","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'SQL']",64
721,C#;Java;SQL,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student","['C#', 'Java', 'SQL']",64
722,C;C++;Go;Java;JavaScript;Lua;Perl;Rust;Scala;Swift;TypeScript,Product manager,"['C', 'C++', 'Go', 'Java', 'JavaScript', 'Lua', 'Perl', 'Rust', 'Scala', 'Swift', 'TypeScript']",35
723,Clojure,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",['Clojure'],11
724,Bash/Shell;Groovy;Kotlin,"Developer, back-end;Developer, mobile","['Bash/Shell', 'Groovy', 'Kotlin']",102
725,Clojure;HTML/CSS;JavaScript;Rust;SQL;TypeScript,"Developer, full-stack;Developer, back-end","['Clojure', 'HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'TypeScript']",113
727,C#;Elixir;Java;LISP;Python,"Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;System administrator;Security professional","['C#', 'Elixir', 'Java', 'LISP', 'Python']",35
728,Java;Python;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Java', 'Python', 'TypeScript']",102
729,C#;HTML/CSS;JavaScript;PHP,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'PHP']",64
730,Bash/Shell;Go;PHP;PowerShell;Python;SQL;TypeScript,DevOps specialist,"['Bash/Shell', 'Go', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript']",102
731,Bash/Shell;C;C#;C++;Go;HTML/CSS;JavaScript;Python;R;Rust;SQL;TypeScript,"Engineer, data;Engineering manager;Project manager;Cloud infrastructure engineer;Product manager","['Bash/Shell', 'C', 'C#', 'C++', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'R', 'Rust', 'SQL', 'TypeScript']",35
733,Bash/Shell;Java;PowerShell;Python,"Developer, QA or test","['Bash/Shell', 'Java', 'PowerShell', 'Python']",102
734,Assembly;Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Designer;System administrator","['Assembly', 'Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'SQL', 'TypeScript']",113
735,HTML/CSS;Java;Python;SQL,"Developer, back-end;Senior Executive (C-Suite, VP, etc.)","['HTML/CSS', 'Java', 'Python', 'SQL']",102
