ResponseId,LanguageHaveWorkedWith,DevType,skill_list
561,Bash/Shell;C;Elixir;HTML/CSS;JavaScript;Kotlin;PHP;Rust;SQL;TypeScript,"Developer, back-end;Developer, desktop or enterprise applications;Blockchain","['Bash/Shell', 'C', 'Elixir', 'HTML/CSS', 'JavaScript', 'Kotlin', 'PHP', 'Rust', 'SQL', 'TypeScript']"
562,Bash/Shell;C#;Java;Perl;SQL,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist","['Bash/Shell', 'C#', 'Java', 'Perl', 'SQL']"
563,Bash/Shell;C#;Dart;HTML/CSS;Java;JavaScript;MATLAB;SQL,"Developer, front-end;Developer, full-stack","['Bash/Shell', 'C#', 'Dart', 'HTML/CSS', 'Java', 'JavaScript', 'MATLAB', 'SQL']"
564,HTML/CSS;Java;JavaScript;TypeScript,"Developer, full-stack","['HTML/CSS', 'Java', 'JavaScript', 'TypeScript']"
565,C++;Java;JavaScript;Python,"Engineer, site reliability;DevOps specialist;Cloud infrastructure engineer","['C++', 'Java', 'JavaScript', 'Python']"
566,Bash/Shell;C#;Go;HTML/CSS;JavaScript;PowerShell;Ruby;SQL;TypeScript;VBA,"Developer, full-stack;Developer, back-end","['Bash/Shell', 'C#', 'Go', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Ruby', 'SQL', 'TypeScript', 'VBA']"
567,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Student,"['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
568,Assembly;C;C++;Rust;SQL,Student;Academic researcher,"['Assembly', 'C', 'C++', 'Rust', 'SQL']"
569,Assembly;Bash/Shell;C#;C++;JavaScript;Lua;PowerShell;Python;Rust;SQL;TypeScript,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;System administrator","['Assembly', 'Bash/Shell', 'C#', 'C++', 'JavaScript', 'Lua', 'PowerShell', 'Python', 'Rust', 'SQL', 'TypeScript']"
571,C++;Go;Python,"Developer, desktop or enterprise applications","['C++', 'Go', 'Python']"
572,Bash/Shell;C;C++;MATLAB;Python,"Developer, embedded applications or devices","['Bash/Shell', 'C', 'C++', 'MATLAB', 'Python']"
573,C;JavaScript;R;Rust,Academic researcher;Scientist,"['C', 'JavaScript', 'R', 'Rust']"
574,HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript,"Data scientist or machine learning specialist;Developer, full-stack","['HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']"
575,Bash/Shell;C++;HTML/CSS;JavaScript;Python;Rust;TypeScript,"Developer, embedded applications or devices","['Bash/Shell', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'TypeScript']"
576,Bash/Shell;HTML/CSS;Java;PHP;Python,Database administrator,"['Bash/Shell', 'HTML/CSS', 'Java', 'PHP', 'Python']"
577,C;C#;C++;HTML/CSS;JavaScript;Rust;TypeScript,"Developer, game or graphics","['C', 'C#', 'C++', 'HTML/CSS', 'JavaScript', 'Rust', 'TypeScript']"
578,Bash/Shell;Python;Rust;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Bash/Shell', 'Python', 'Rust', 'TypeScript']"
579,Bash/Shell;C;Kotlin;Rust;SQL,"Developer, mobile;Developer, embedded applications or devices","['Bash/Shell', 'C', 'Kotlin', 'Rust', 'SQL']"
580,Bash/Shell;HTML/CSS;JavaScript;Python;Rust,"Developer, full-stack","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']"
581,Bash/Shell;C#;Java;PowerShell;SQL,Marketing or sales professional,"['Bash/Shell', 'C#', 'Java', 'PowerShell', 'SQL']"
582,Assembly;Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;OCaml;Perl;PHP;Python;Rust;SQL,"Developer, back-end;Educator","['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'OCaml', 'Perl', 'PHP', 'Python', 'Rust', 'SQL']"
583,C#,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",['C#']
584,Bash/Shell;HTML/CSS;PHP;Python;SQL,"Developer, back-end;Database administrator;DevOps specialist;Cloud infrastructure engineer;System administrator","['Bash/Shell', 'HTML/CSS', 'PHP', 'Python', 'SQL']"
585,Bash/Shell;C#;Elixir;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,"Developer, full-stack","['Bash/Shell', 'C#', 'Elixir', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'SQL', 'TypeScript']"
586,C++;Python;Rust,"DevOps specialist;Other (please specify):;Developer, embedded applications or devices","['C++', 'Python', 'Rust']"
587,Bash/Shell;HTML/CSS;JavaScript;PHP;Python;R;SAS;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'R', 'SAS', 'SQL']"
588,Clojure;Java;TypeScript,"Developer, front-end;Developer, mobile;Developer, game or graphics","['Clojure', 'Java', 'TypeScript']"
590,C#;F#;JavaScript,"Developer, back-end","['C#', 'F#', 'JavaScript']"
591,HTML/CSS;JavaScript;Python;Rust;TypeScript,"Developer, full-stack;Student","['HTML/CSS', 'JavaScript', 'Python', 'Rust', 'TypeScript']"
592,Java;Kotlin;TypeScript,"Developer, full-stack","['Java', 'Kotlin', 'TypeScript']"
593,Bash/Shell;HTML/CSS;JavaScript;PHP;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Project manager","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP', 'Rust', 'SQL', 'TypeScript']"
595,C#;JavaScript;PowerShell;SQL;TypeScript,"Developer, back-end;Developer, desktop or enterprise applications","['C#', 'JavaScript', 'PowerShell', 'SQL', 'TypeScript']"
596,Groovy;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL,"Developer, full-stack;Engineering manager;Security professional","['Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Lua', 'PowerShell', 'Python', 'SQL']"
597,Bash/Shell;Groovy;Java;JavaScript;Kotlin;PHP;Python;Rust;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'Groovy', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']"
599,HTML/CSS;JavaScript;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'TypeScript']"
600,Dart;HTML/CSS;JavaScript;PHP;Python;SQL;Swift,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Database administrator;Project manager;Data or business analyst;Designer;Senior Executive (C-Suite, VP, etc.);System administrator;Marketing or sales professional;Security professional","['Dart', 'HTML/CSS', 'JavaScript', 'PHP', 'Python', 'SQL', 'Swift']"
601,Java,Student,['Java']
602,Bash/Shell;C;C++;HTML/CSS;Java;JavaScript;LISP;Python;Rust;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'LISP', 'Python', 'Rust', 'SQL', 'TypeScript']"
603,Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL,"Developer, front-end;Developer, back-end;Developer, QA or test;DevOps specialist;System administrator;Security professional","['Bash/Shell', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'Rust', 'SQL']"
605,Python;SQL,"Data scientist or machine learning specialist;Developer, full-stack","['Python', 'SQL']"
606,HTML/CSS;JavaScript;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'TypeScript']"
607,Bash/Shell;Clojure;Java,"Developer, back-end","['Bash/Shell', 'Clojure', 'Java']"
608,JavaScript;Rust;TypeScript,"Developer, front-end","['JavaScript', 'Rust', 'TypeScript']"
609,Groovy;Java;JavaScript;Python;Rust;Scala,"Developer, full-stack","['Groovy', 'Java', 'JavaScript', 'Python', 'Rust', 'Scala']"
610,C;C++;PowerShell;Python,"Other (please specify):;Developer, embedded applications or devices","['C', 'C++', 'PowerShell', 'Python']"
611,C;C++;Kotlin;Rust,"Developer, mobile","['C', 'C++', 'Kotlin', 'Rust']"
612,C;C++;Clojure;Go;Java,"Developer, back-end;Designer","['C', 'C++', 'Clojure', 'Go', 'Java']"
613,C;C++;JavaScript;Python;Rust;SQL;TypeScript,"Engineering manager;Developer, embedded applications or devices","['C', 'C++', 'JavaScript', 'Python', 'Rust', 'SQL', 'TypeScript']"
614,Java;JavaScript;Python;Scala;SQL;TypeScript,"Developer, full-stack","['Java', 'JavaScript', 'Python', 'Scala', 'SQL', 'TypeScript']"
615,Bash/Shell;Perl;Python,Engineering manager;DevOps specialist,"['Bash/Shell', 'Perl', 'Python']"
616,Clojure;Groovy;HTML/CSS;JavaScript;Ruby,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile","['Clojure', 'Groovy', 'HTML/CSS', 'JavaScript', 'Ruby']"
617,Go;Java;Rust,"Developer, back-end;DevOps specialist;System administrator","['Go', 'Java', 'Rust']"
618,C;C#;JavaScript;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, game or graphics","['C', 'C#', 'JavaScript', 'SQL']"
619,C#;C++;HTML/CSS;JavaScript;PowerShell,"Developer, full-stack;Developer, desktop or enterprise applications;Developer, mobile","['C#', 'C++', 'HTML/CSS', 'JavaScript', 'PowerShell']"
620,Bash/Shell;Clojure;HTML/CSS;Java;JavaScript;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'Clojure', 'HTML/CSS', 'Java', 'JavaScript', 'TypeScript']"
621,Bash/Shell;Clojure;Java;LISP;Python;R,"Data scientist or machine learning specialist;Engineer, data;Project manager;Product manager;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'Clojure', 'Java', 'LISP', 'Python', 'R']"
622,C#;JavaScript;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'JavaScript', 'SQL', 'TypeScript']"
623,HTML/CSS;JavaScript;PHP,"Developer, front-end;Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP']"
624,C;C#;C++;Go;Java;JavaScript;Julia;Rust;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student","['C', 'C#', 'C++', 'Go', 'Java', 'JavaScript', 'Julia', 'Rust', 'SQL', 'TypeScript']"
625,C++;HTML/CSS;JavaScript;Rust;TypeScript,"Developer, full-stack;Developer, back-end;Blockchain","['C++', 'HTML/CSS', 'JavaScript', 'Rust', 'TypeScript']"
626,Bash/Shell;C;HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack;Developer, back-end","['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'PHP', 'SQL']"
628,Clojure,"Developer, front-end;Developer, full-stack;Developer, back-end;Designer",['Clojure']
629,Clojure;Groovy;HTML/CSS;Java;JavaScript;Python;SQL,Academic researcher,"['Clojure', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'SQL']"
630,C;C++;HTML/CSS;JavaScript;Objective-C;Python;Rust;TypeScript,"Developer, full-stack","['C', 'C++', 'HTML/CSS', 'JavaScript', 'Objective-C', 'Python', 'Rust', 'TypeScript']"
631,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Developer, QA or test;DevOps specialist;Cloud infrastructure engineer","['C#', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'SQL', 'TypeScript']"
632,C;C++;SQL,Marketing or sales professional,"['C', 'C++', 'SQL']"
633,Groovy;JavaScript;Python;Rust,"Developer, back-end;Developer, QA or test","['Groovy', 'JavaScript', 'Python', 'Rust']"
634,Bash/Shell;Clojure;Groovy,"Developer, back-end","['Bash/Shell', 'Clojure', 'Groovy']"
635,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, back-end;Security professional","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']"
636,C;C++;HTML/CSS;JavaScript;MATLAB;PowerShell;Python;Rust;Solidity;SQL,"Data scientist or machine learning specialist;Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, QA or test;Student;Educator;Developer, embedded applications or devices;Scientist;Blockchain","['C', 'C++', 'HTML/CSS', 'JavaScript', 'MATLAB', 'PowerShell', 'Python', 'Rust', 'Solidity', 'SQL']"
637,C#;Go;HTML/CSS;Java;JavaScript;Python,"Developer, full-stack;Engineering manager","['C#', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Python']"
638,C#;Clojure;Go;HTML/CSS;JavaScript;SQL,"Developer, front-end;Developer, back-end","['C#', 'Clojure', 'Go', 'HTML/CSS', 'JavaScript', 'SQL']"
639,C#;C++;Python;Rust,"Developer, back-end;Developer, desktop or enterprise applications","['C#', 'C++', 'Python', 'Rust']"
641,Groovy;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Developer, QA or test;Developer, mobile;Database administrator;DevOps specialist;Cloud infrastructure engineer;Data or business analyst","['Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
642,Clojure;Java,"Engineer, data;Developer, back-end","['Clojure', 'Java']"
643,Bash/Shell;Python;Scala,"Engineer, data","['Bash/Shell', 'Python', 'Scala']"
644,Bash/Shell;Java;OCaml,"Developer, back-end","['Bash/Shell', 'Java', 'OCaml']"
646,Bash/Shell;HTML/CSS;JavaScript;PHP,"Developer, front-end;Developer, full-stack;Developer, back-end","['Bash/Shell', 'HTML/CSS', 'JavaScript', 'PHP']"
647,C++;Rust,"Developer, game or graphics","['C++', 'Rust']"
648,Java;Kotlin;Lua;PowerShell;SQL,"Developer, back-end;Developer, QA or test;Project manager","['Java', 'Kotlin', 'Lua', 'PowerShell', 'SQL']"
649,JavaScript;Perl;Python;Rust,"Developer, full-stack","['JavaScript', 'Perl', 'Python', 'Rust']"
651,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Lua;Perl;Python;Ruby;Rust;TypeScript,"Developer, back-end","['Bash/Shell', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Lua', 'Perl', 'Python', 'Ruby', 'Rust', 'TypeScript']"
652,C++;HTML/CSS;JavaScript;MATLAB;Python,"Data scientist or machine learning specialist;Engineer, data;Scientist","['C++', 'HTML/CSS', 'JavaScript', 'MATLAB', 'Python']"
653,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;SQL,"Developer, full-stack","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'SQL']"
654,Bash/Shell;HTML/CSS;Java;JavaScript;Python,Educator;Cloud infrastructure engineer;System administrator;Security professional,"['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'Python']"
655,Go;Python,"Developer, QA or test","['Go', 'Python']"
656,Bash/Shell;Clojure;Go;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,"Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'Clojure', 'Go', 'HTML/CSS', 'Java', 'JavaScript', 'Ruby', 'SQL', 'TypeScript']"
658,Groovy;Java;JavaScript;Julia;Rust;TypeScript,"Developer, full-stack","['Groovy', 'Java', 'JavaScript', 'Julia', 'Rust', 'TypeScript']"
659,Assembly;Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;Rust;TypeScript,Security professional,"['Assembly', 'Bash/Shell', 'C', 'C#', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Kotlin', 'PHP', 'PowerShell', 'Python', 'Ruby', 'Rust', 'TypeScript']"
660,C;C++;HTML/CSS;JavaScript;Python;Rust;Swift,Academic researcher,"['C', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'Swift']"
661,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;Ruby;SQL,"Developer, full-stack","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Python', 'Ruby', 'SQL']"
662,Assembly;C;Python,Security professional,"['Assembly', 'C', 'Python']"
663,Dart;Rust;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Dart', 'Rust', 'TypeScript']"
664,C#;HTML/CSS;JavaScript;PowerShell;SQL,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'SQL']"
665,Bash/Shell;C;C++;Go;Haskell;HTML/CSS;JavaScript;LISP;PHP;Python;Rust;SQL;TypeScript,"Developer, back-end;DevOps specialist;Developer, embedded applications or devices","['Bash/Shell', 'C', 'C++', 'Go', 'Haskell', 'HTML/CSS', 'JavaScript', 'LISP', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']"
666,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'HTML/CSS', 'Java', 'JavaScript', 'SQL', 'TypeScript']"
668,Bash/Shell;C#;PowerShell,"Developer, back-end;DevOps specialist;Cloud infrastructure engineer","['Bash/Shell', 'C#', 'PowerShell']"
669,C#;JavaScript;PHP,"Developer, full-stack;Developer, desktop or enterprise applications;Designer","['C#', 'JavaScript', 'PHP']"
670,C++;Perl;PHP;Python;R;SQL,Academic researcher,"['C++', 'Perl', 'PHP', 'Python', 'R', 'SQL']"
672,C#;HTML/CSS;JavaScript;Python;Rust;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end","['C#', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL']"
673,JavaScript;Ruby,"Developer, full-stack;Senior Executive (C-Suite, VP, etc.)","['JavaScript', 'Ruby']"
674,C;C++;Java;Python,"Developer, desktop or enterprise applications;Developer, game or graphics","['C', 'C++', 'Java', 'Python']"
675,Bash/Shell;Go;HTML/CSS;SQL,"Developer, full-stack;Developer, back-end;Developer, mobile;Cloud infrastructure engineer","['Bash/Shell', 'Go', 'HTML/CSS', 'SQL']"
676,Clojure;Elixir;JavaScript;Ruby;TypeScript,"Developer, back-end","['Clojure', 'Elixir', 'JavaScript', 'Ruby', 'TypeScript']"
677,SQL,"Engineer, data",['SQL']
678,Assembly;Bash/Shell;C;C++;HTML/CSS;JavaScript;Python;Rust,"Developer, back-end;Security professional","['Assembly', 'Bash/Shell', 'C', 'C++', 'HTML/CSS', 'JavaScript', 'Python', 'Rust']"
679,C#;JavaScript;SQL,"Developer, full-stack","['C#', 'JavaScript', 'SQL']"
680,Erlang;Go;Python,"Developer, back-end","['Erlang', 'Go', 'Python']"
681,Assembly;HTML/CSS;JavaScript;Rust,"Developer, full-stack;Developer, embedded applications or devices","['Assembly', 'HTML/CSS', 'JavaScript', 'Rust']"
683,HTML/CSS;JavaScript;PHP;TypeScript,"Developer, full-stack;Developer, QA or test;Developer, mobile;Database administrator;Project manager","['HTML/CSS', 'JavaScript', 'PHP', 'TypeScript']"
684,JavaScript;Python,"Developer, back-end","['JavaScript', 'Python']"
685,Assembly;C;C++;HTML/CSS;Java;JavaScript;Python;Rust;TypeScript,"Developer, back-end","['Assembly', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Rust', 'TypeScript']"
686,Bash/Shell;C#;Elixir;Erlang;F#;Haskell;HTML/CSS;JavaScript;LISP;Python;Rust;SQL;TypeScript,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end","['Bash/Shell', 'C#', 'Elixir', 'Erlang', 'F#', 'Haskell', 'HTML/CSS', 'JavaScript', 'LISP', 'Python', 'Rust', 'SQL', 'TypeScript']"
687,C#;HTML/CSS;Python,"Developer, back-end","['C#', 'HTML/CSS', 'Python']"
689,HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP', 'Python', 'SQL']"
690,HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'PHP', 'SQL']"
692,C;C++;Java;JavaScript;Rust;SQL,"Developer, back-end","['C', 'C++', 'Java', 'JavaScript', 'Rust', 'SQL']"
694,Assembly;C;C++;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Assembly', 'C', 'C++', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Ruby', 'Rust', 'TypeScript']"
696,JavaScript;TypeScript,"Developer, back-end;Blockchain","['JavaScript', 'TypeScript']"
697,Clojure;Java;JavaScript;SQL;TypeScript,"Developer, full-stack;Developer, back-end;Data or business analyst","['Clojure', 'Java', 'JavaScript', 'SQL', 'TypeScript']"
699,Bash/Shell;C;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator;DevOps specialist;Project manager;Designer;Product manager;System administrator;Security professional","['Bash/Shell', 'C', 'HTML/CSS', 'JavaScript', 'PHP', 'PowerShell', 'SQL', 'TypeScript']"
700,Bash/Shell;Go;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, back-end","['Bash/Shell', 'Go', 'HTML/CSS', 'JavaScript', 'SQL', 'TypeScript']"
702,Bash/Shell;Groovy;Java;JavaScript;Kotlin;Python;Rust;Scala;TypeScript,"Developer, back-end;Developer, mobile","['Bash/Shell', 'Groovy', 'Java', 'JavaScript', 'Kotlin', 'Python', 'Rust', 'Scala', 'TypeScript']"
703,Bash/Shell;HTML/CSS;Java;JavaScript;TypeScript,"Developer, front-end","['Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'TypeScript']"
705,Bash/Shell;Dart;Java;JavaScript;Kotlin;Python;SQL;Swift;TypeScript,"Developer, back-end","['Bash/Shell', 'Dart', 'Java', 'JavaScript', 'Kotlin', 'Python', 'SQL', 'Swift', 'TypeScript']"
707,C#;Go;Groovy;HTML/CSS;Java;JavaScript;Python;Solidity;SQL;Swift;TypeScript,Other (please specify):,"['C#', 'Go', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'Python', 'Solidity', 'SQL', 'Swift', 'TypeScript']"
708,Bash/Shell;Crystal;F#;HTML/CSS;JavaScript;Python;Rust;SQL;VBA,"Developer, back-end","['Bash/Shell', 'Crystal', 'F#', 'HTML/CSS', 'JavaScript', 'Python', 'Rust', 'SQL', 'VBA']"
709,Assembly;Bash/Shell;C;C++;Go;Java;Python;SQL,"Developer, QA or test","['Assembly', 'Bash/Shell', 'C', 'C++', 'Go', 'Java', 'Python', 'SQL']"
710,HTML/CSS;Java;JavaScript;PowerShell;Swift;TypeScript,"Developer, front-end;Developer, full-stack;Developer, desktop or enterprise applications;Developer, embedded applications or devices","['HTML/CSS', 'Java', 'JavaScript', 'PowerShell', 'Swift', 'TypeScript']"
712,Bash/Shell;Clojure;Groovy;HTML/CSS;Java;JavaScript;R;SQL;TypeScript,"Developer, full-stack;Senior Executive (C-Suite, VP, etc.)","['Bash/Shell', 'Clojure', 'Groovy', 'HTML/CSS', 'Java', 'JavaScript', 'R', 'SQL', 'TypeScript']"
713,HTML/CSS;Java;JavaScript;Rust;TypeScript,"Developer, front-end;Developer, QA or test","['HTML/CSS', 'Java', 'JavaScript', 'Rust', 'TypeScript']"
716,Bash/Shell;C#;Java;Lua;Python;SQL,"Developer, back-end;Developer, desktop or enterprise applications;Student;Academic researcher;Project manager","['Bash/Shell', 'C#', 'Java', 'Lua', 'Python', 'SQL']"
718,C#;Crystal;Java;JavaScript;MATLAB;Python;Scala;SQL;VBA,Marketing or sales professional,"['C#', 'Crystal', 'Java', 'JavaScript', 'MATLAB', 'Python', 'Scala', 'SQL', 'VBA']"
720,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,"Developer, front-end;Developer, full-stack;Developer, back-end;Student","['C#', 'HTML/CSS', 'JavaScript', 'PowerShell', 'Python', 'SQL']"
721,C#;Java;SQL,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Student","['C#', 'Java', 'SQL']"
722,C;C++;Go;Java;JavaScript;Lua;Perl;Rust;Scala;Swift;TypeScript,Product manager,"['C', 'C++', 'Go', 'Java', 'JavaScript', 'Lua', 'Perl', 'Rust', 'Scala', 'Swift', 'TypeScript']"
723,Clojure,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications",['Clojure']
724,Bash/Shell;Groovy;Kotlin,"Developer, back-end;Developer, mobile","['Bash/Shell', 'Groovy', 'Kotlin']"
725,Clojure;HTML/CSS;JavaScript;Rust;SQL;TypeScript,"Developer, full-stack;Developer, back-end","['Clojure', 'HTML/CSS', 'JavaScript', 'Rust', 'SQL', 'TypeScript']"
727,C#;Elixir;Java;LISP;Python,"Engineer, site reliability;Developer, back-end;DevOps specialist;Cloud infrastructure engineer;System administrator;Security professional","['C#', 'Elixir', 'Java', 'LISP', 'Python']"
728,Java;Python;TypeScript,"Developer, back-end;Cloud infrastructure engineer","['Java', 'Python', 'TypeScript']"
729,C#;HTML/CSS;JavaScript;PHP,"Developer, full-stack","['C#', 'HTML/CSS', 'JavaScript', 'PHP']"
730,Bash/Shell;Go;PHP;PowerShell;Python;SQL;TypeScript,DevOps specialist,"['Bash/Shell', 'Go', 'PHP', 'PowerShell', 'Python', 'SQL', 'TypeScript']"
731,Bash/Shell;C;C#;C++;Go;HTML/CSS;JavaScript;Python;R;Rust;SQL;TypeScript,"Engineer, data;Engineering manager;Project manager;Cloud infrastructure engineer;Product manager","['Bash/Shell', 'C', 'C#', 'C++', 'Go', 'HTML/CSS', 'JavaScript', 'Python', 'R', 'Rust', 'SQL', 'TypeScript']"
733,Bash/Shell;Java;PowerShell;Python,"Developer, QA or test","['Bash/Shell', 'Java', 'PowerShell', 'Python']"
734,Assembly;Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,"Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Designer;System administrator","['Assembly', 'Bash/Shell', 'HTML/CSS', 'Java', 'JavaScript', 'PHP', 'Python', 'SQL', 'TypeScript']"
735,HTML/CSS;Java;Python;SQL,"Developer, back-end;Senior Executive (C-Suite, VP, etc.)","['HTML/CSS', 'Java', 'Python', 'SQL']"
737,HTML/CSS;JavaScript;Ruby;SQL;TypeScript,"Developer, full-stack","['HTML/CSS', 'JavaScript', 'Ruby', 'SQL', 'TypeScript']"
738,Assembly;C;C#;C++;F#;HTML/CSS;JavaScript;Lua;PHP;Python;Rust;SQL;TypeScript,"Developer, embedded applications or devices","['Assembly', 'C', 'C#', 'C++', 'F#', 'HTML/CSS', 'JavaScript', 'Lua', 'PHP', 'Python', 'Rust', 'SQL', 'TypeScript']"
739,C#;Java;JavaScript;SQL;TypeScript,"Developer, desktop or enterprise applications","['C#', 'Java', 'JavaScript', 'SQL', 'TypeScript']"
740,C#;C++;PowerShell;SQL,"Developer, back-end;Developer, desktop or enterprise applications;DevOps specialist;Cloud infrastructure engineer","['C#', 'C++', 'PowerShell', 'SQL']"
741,C#;C++;Java;Python,"Developer, back-end","['C#', 'C++', 'Java', 'Python']"
